feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0007,0.0005,adam,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1611
all_without_current_crime_only,"(256, 256)",0.35,0.001,0.0005,adam,cosine,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1612
all_features,"(256, 256)",0.2,0.0005,0.0005,adam,cosine,128,gelu,mse,True,42,block2_mixed_feature_sets,1613
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.2,0.0007,0.0005,adamw,plateau,128,relu,mse,False,42,block2_mixed_feature_sets,1614
geo_knn_density_macro,"(256, 256)",0.3,0.0007,0.002,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1615
geo_knn_macro,"(128, 128)",0.2,0.001,0.001,adam,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1616
geo_knn_macro,"(256, 128, 64)",0.25,0.0003,0.0005,adamw,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1617
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0007,0.0005,adamw,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,1618
geo_knn_macro,"(256, 128, 64)",0.25,0.0003,0.0001,adam,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1619
geo_knn_density_macro,"(256, 256, 128)",0.2,0.0005,0.002,adam,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1620
all_features,"(256, 256)",0.25,0.0005,0.0005,adam,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1621
all_features,"(256, 256)",0.2,0.0003,0.001,adamw,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1622
all_without_current_crime_only,"(128, 128, 64)",0.25,0.0005,0.001,adam,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1623
all_without_current_crime_only,"(256, 256)",0.25,0.001,0.002,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1624
all_features,"(256, 256, 128)",0.35,0.0005,0.0005,adam,cosine,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1625
all_features,"(512, 256, 128)",0.2,0.001,0.002,adam,plateau,64,relu,mse,False,62,block2_mixed_feature_sets,1626
all_features,"(128, 128, 64)",0.2,0.0003,0.0005,adam,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1627
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.2,0.0005,0.0001,adam,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1628
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0005,0.001,adamw,plateau,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1629
all_features,"(256, 256)",0.3,0.0003,0.001,adamw,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1630
geo_knn_macro,"(256, 256)",0.35,0.0003,0.001,adam,plateau,256,relu,mse,True,42,block2_mixed_feature_sets,1631
all_without_current_crime_only,"(512, 256)",0.1,0.001,0.001,adam,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1632
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.1,0.0003,0.001,adam,plateau,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1633
geo_knn_density_macro,"(128, 128)",0.3,0.0003,0.001,adam,cosine,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1634
all_features,"(256, 256)",0.1,0.001,0.001,adamw,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1635
geo_knn_density_macro,"(512, 256)",0.2,0.0007,0.0005,adamw,cosine,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1636
all_without_current_crime_only,"(128, 128)",0.25,0.0003,0.002,adamw,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1637
geo_knn_macro,"(512, 256, 128)",0.25,0.0007,0.002,adam,plateau,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1638
geo_knn_density_macro,"(128, 128)",0.2,0.0007,0.001,adamw,cosine,128,relu,mse,False,62,block2_mixed_feature_sets,1639
geo_knn_macro,"(512, 256)",0.1,0.0003,0.001,adam,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1640
geo_knn_density_macro,"(512, 256)",0.35,0.001,0.001,adam,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1641
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0005,0.0005,adamw,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1642
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0005,0.002,adam,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1643
crime_only_subset,"(128, 128)",0.1,0.001,0.0001,adam,plateau,256,relu,mse,False,62,block2_mixed_feature_sets,1644
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0003,0.002,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1645
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.3,0.0007,0.001,adam,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,1646
geo_knn_macro,"(256, 256)",0.3,0.001,0.001,adam,cosine,128,relu,mse,False,52,block2_mixed_feature_sets,1647
geo_knn_density_macro,"(512, 256, 128)",0.25,0.001,0.0005,adamw,plateau,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1648
geo_knn_macro,"(256, 256)",0.1,0.0005,0.0005,adamw,cosine,256,gelu,mse,False,62,block2_mixed_feature_sets,1649
geo_knn_macro,"(128, 128)",0.35,0.0007,0.0005,adamw,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1650
geo_macro_plus_city_crime_only,"(512, 256)",0.1,0.001,0.002,adamw,cosine,256,gelu,mse,True,52,block2_mixed_feature_sets,1651
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.0001,adam,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1652
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.1,0.0007,0.002,adamw,cosine,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1653
geo_macro_plus_city_crime_only,"(512, 256)",0.35,0.0007,0.001,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1654
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.2,0.001,0.001,adamw,cosine,256,relu,mse,True,62,block2_mixed_feature_sets,1655
geo_knn_macro,"(512, 256, 128)",0.35,0.001,0.001,adam,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,1656
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.0003,0.0001,adam,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1657
geo_knn_macro,"(256, 256)",0.3,0.0003,0.002,adam,cosine,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1658
geo_knn_macro,"(512, 256)",0.2,0.0003,0.001,adam,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,1659
all_features,"(128, 128, 64)",0.3,0.0007,0.002,adamw,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1660
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.001,0.001,adam,plateau,64,relu,mse,False,62,block2_mixed_feature_sets,1661
all_features,"(512, 256, 128)",0.35,0.0003,0.0001,adam,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1662
geo_knn_macro,"(512, 256, 128)",0.3,0.0005,0.002,adamw,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1663
all_features,"(512, 256, 128)",0.2,0.0005,0.002,adam,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1664
all_features,"(128, 128)",0.2,0.0005,0.002,adamw,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1665
all_without_current_crime_only,"(128, 128, 64)",0.3,0.001,0.001,adam,cosine,64,relu,smooth_l1,True,42,block2_mixed_feature_sets,1666
all_without_current_crime_only,"(512, 256, 128)",0.3,0.0003,0.0001,adamw,plateau,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1667
crime_only_subset,"(128, 128)",0.25,0.0007,0.0001,adam,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1668
all_without_current_crime_only,"(256, 256, 128)",0.2,0.0003,0.0005,adam,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,1669
all_features,"(128, 128)",0.35,0.001,0.001,adamw,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1670
all_features,"(512, 256, 128)",0.25,0.0003,0.0005,adamw,plateau,128,gelu,mse,False,52,block2_mixed_feature_sets,1671
geo_knn_macro,"(256, 256)",0.1,0.0005,0.0001,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1672
geo_knn_macro,"(128, 128, 64)",0.35,0.001,0.0005,adamw,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1673
crime_only_subset,"(512, 256)",0.1,0.0007,0.002,adam,cosine,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1674
all_without_current_crime_only,"(256, 128, 64)",0.3,0.001,0.001,adamw,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,1675
all_without_current_crime_only,"(512, 256, 128)",0.35,0.0005,0.001,adamw,plateau,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1676
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.1,0.0003,0.0001,adam,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1677
geo_knn_density_macro,"(256, 256)",0.25,0.0003,0.001,adam,plateau,128,gelu,mse,False,52,block2_mixed_feature_sets,1678
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0005,0.002,adam,cosine,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1679
all_without_current_crime_only,"(128, 128)",0.3,0.0005,0.001,adamw,cosine,256,relu,mse,True,62,block2_mixed_feature_sets,1680
geo_knn_density_macro,"(256, 256, 128)",0.25,0.001,0.002,adam,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1681
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0005,0.0005,adam,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1682
all_without_current_crime_only,"(256, 128, 64)",0.3,0.0005,0.0005,adam,plateau,128,relu,mse,False,62,block2_mixed_feature_sets,1683
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.001,0.0001,adamw,plateau,256,relu,mse,False,62,block2_mixed_feature_sets,1684
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.3,0.001,0.0001,adamw,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1685
all_without_current_crime_only,"(128, 128)",0.2,0.0005,0.0005,adamw,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1686
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0005,0.001,adamw,cosine,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1687
geo_knn_density_macro,"(256, 256)",0.35,0.001,0.0001,adamw,plateau,128,relu,mse,True,42,block2_mixed_feature_sets,1688
all_features,"(256, 256, 128)",0.25,0.001,0.001,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1689
all_without_current_crime_only,"(256, 256, 128)",0.3,0.0003,0.001,adam,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1690
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.001,0.0005,adamw,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1691
geo_knn_density_macro,"(256, 256, 128)",0.2,0.0007,0.002,adam,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,1692
all_without_current_crime_only,"(512, 256)",0.2,0.0005,0.001,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1693
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0003,0.001,adamw,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1694
geo_knn_macro,"(256, 128, 64)",0.3,0.0007,0.002,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1695
geo_knn_density_macro,"(512, 256, 128)",0.25,0.001,0.001,adam,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,1696
crime_only_subset,"(256, 256)",0.1,0.0007,0.002,adam,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1697
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0005,0.001,adamw,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1698
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0003,0.001,adamw,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,1699
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0003,0.0005,adamw,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,1700
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0005,0.0005,adamw,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1701
all_features,"(512, 256, 128)",0.3,0.0005,0.001,adamw,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1702
all_features,"(256, 128, 64)",0.2,0.0005,0.001,adam,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1703
geo_knn_macro,"(256, 256, 128)",0.25,0.001,0.0001,adam,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1704
crime_only_subset,"(256, 256)",0.2,0.0005,0.001,adam,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1705
geo_knn_macro,"(256, 256)",0.1,0.0007,0.0005,adam,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1706
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.35,0.0007,0.001,adam,cosine,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1707
all_without_current_crime_only,"(128, 128)",0.1,0.0007,0.001,adamw,cosine,64,relu,mse,False,52,block2_mixed_feature_sets,1708
all_without_current_crime_only,"(256, 128, 64)",0.35,0.0007,0.0005,adamw,plateau,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1709
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.0003,0.001,adamw,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1710
geo_knn_density_macro,"(256, 256)",0.3,0.0007,0.002,adam,cosine,256,gelu,mse,True,52,block2_mixed_feature_sets,1711
geo_knn_macro,"(512, 256)",0.2,0.0007,0.002,adam,cosine,128,gelu,mse,True,62,block2_mixed_feature_sets,1712
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0003,0.001,adam,plateau,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1713
geo_macro_plus_city_crime_only,"(256, 256)",0.35,0.001,0.001,adam,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1714
geo_knn_macro,"(512, 256, 128)",0.3,0.0003,0.002,adamw,cosine,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1715
all_without_current_crime_only,"(256, 256)",0.3,0.0003,0.002,adamw,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1716
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0007,0.0005,adamw,cosine,64,relu,mse,True,42,block2_mixed_feature_sets,1717
geo_macro_plus_city_crime_only,"(512, 256)",0.25,0.001,0.001,adam,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1718
geo_macro_plus_city_crime_only,"(256, 256)",0.2,0.0005,0.001,adamw,plateau,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1719
all_features,"(256, 256, 128)",0.2,0.0003,0.002,adam,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1720
geo_knn_density_macro,"(128, 128, 64)",0.25,0.001,0.002,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1721
geo_knn_macro,"(512, 256, 128)",0.25,0.0007,0.0001,adamw,cosine,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1722
geo_knn_macro,"(256, 128, 64)",0.3,0.0007,0.0001,adamw,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1723
geo_knn_macro,"(256, 256)",0.3,0.0007,0.001,adamw,plateau,128,gelu,mse,False,52,block2_mixed_feature_sets,1724
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.1,0.0005,0.002,adamw,cosine,128,gelu,mse,True,42,block2_mixed_feature_sets,1725
all_without_current_crime_only,"(256, 128, 64)",0.3,0.0007,0.0001,adam,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1726
geo_knn_macro,"(512, 256)",0.3,0.001,0.0005,adam,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1727
geo_knn_macro,"(256, 128, 64)",0.3,0.0003,0.002,adam,cosine,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1728
geo_knn_density_macro,"(256, 128, 64)",0.3,0.001,0.001,adam,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1729
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.1,0.0005,0.001,adam,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1730
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.0007,0.0001,adam,plateau,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1731
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0003,0.0005,adamw,plateau,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1732
all_without_current_crime_only,"(256, 128, 64)",0.2,0.0007,0.0001,adam,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1733
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.001,0.001,adam,plateau,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1734
all_without_current_crime_only,"(128, 128, 64)",0.25,0.001,0.001,adam,plateau,128,gelu,mse,True,52,block2_mixed_feature_sets,1735
all_features,"(256, 256, 128)",0.25,0.0005,0.0005,adamw,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,1736
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0007,0.002,adamw,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1737
geo_knn_density_macro,"(128, 128)",0.3,0.001,0.002,adamw,cosine,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1738
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.001,0.0001,adamw,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1739
geo_knn_macro,"(256, 128, 64)",0.35,0.001,0.0005,adamw,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1740
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.25,0.0003,0.0005,adamw,cosine,64,relu,mse,True,62,block2_mixed_feature_sets,1741
geo_knn_macro,"(256, 256)",0.35,0.0003,0.0005,adamw,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1742
geo_knn_density_macro,"(128, 128)",0.1,0.001,0.0005,adam,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,1743
all_without_current_crime_only,"(256, 256)",0.1,0.001,0.0001,adamw,plateau,128,relu,mse,False,52,block2_mixed_feature_sets,1744
geo_knn_density_macro,"(128, 128)",0.3,0.0003,0.002,adamw,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1745
all_without_current_crime_only,"(256, 128, 64)",0.35,0.0003,0.0005,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1746
geo_knn_macro,"(512, 256, 128)",0.2,0.0007,0.0001,adamw,cosine,256,relu,mse,False,42,block2_mixed_feature_sets,1747
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.001,0.0005,adam,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1748
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.25,0.0003,0.002,adamw,plateau,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1749
geo_macro_plus_city_crime_only,"(512, 256)",0.3,0.0003,0.0001,adam,cosine,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,1750
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0003,0.001,adamw,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1751
geo_knn_macro,"(256, 256, 128)",0.2,0.0003,0.002,adamw,plateau,128,gelu,mse,False,52,block2_mixed_feature_sets,1752
all_features,"(512, 256)",0.35,0.0003,0.001,adamw,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1753
all_without_current_crime_only,"(256, 256, 128)",0.2,0.0005,0.001,adamw,cosine,256,gelu,mse,True,52,block2_mixed_feature_sets,1754
geo_knn_density_macro,"(128, 128)",0.2,0.0007,0.002,adamw,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1755
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.1,0.0003,0.001,adamw,cosine,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1756
crime_only_subset,"(256, 256)",0.2,0.0007,0.001,adamw,plateau,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1757
all_without_current_crime_only,"(128, 128)",0.2,0.001,0.0005,adam,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1758
geo_knn_density_macro,"(512, 256)",0.3,0.0003,0.001,adam,cosine,256,gelu,mse,False,62,block2_mixed_feature_sets,1759
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0003,0.0001,adamw,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1760
geo_knn_macro,"(256, 128, 64)",0.25,0.0005,0.001,adam,plateau,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1761
all_without_current_crime_only,"(512, 256, 128)",0.3,0.0005,0.0001,adamw,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1762
geo_knn_macro,"(512, 256)",0.1,0.0007,0.002,adamw,plateau,64,gelu,mse,False,42,block2_mixed_feature_sets,1763
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.001,0.0001,adamw,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,1764
all_without_current_crime_only,"(128, 128, 64)",0.25,0.0007,0.0005,adamw,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1765
geo_knn_macro,"(512, 256)",0.25,0.0003,0.0001,adamw,plateau,64,gelu,mse,False,52,block2_mixed_feature_sets,1766
geo_knn_density_macro,"(512, 256)",0.3,0.0003,0.0001,adam,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,1767
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.0003,0.002,adamw,plateau,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1768
geo_macro_plus_city_crime_only,"(512, 256)",0.35,0.001,0.0001,adam,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1769
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0003,0.0005,adamw,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1770
geo_knn_macro,"(256, 128, 64)",0.2,0.0005,0.002,adamw,plateau,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1771
geo_macro_plus_city_crime_only,"(512, 256)",0.25,0.001,0.0001,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1772
geo_knn_density_macro,"(256, 128, 64)",0.35,0.0007,0.0001,adam,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1773
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0005,0.0005,adamw,cosine,64,relu,mse,True,62,block2_mixed_feature_sets,1774
geo_macro_plus_city_crime_only,"(512, 256)",0.25,0.0003,0.001,adam,plateau,64,gelu,mse,False,62,block2_mixed_feature_sets,1775
all_without_current_crime_only,"(256, 128, 64)",0.2,0.001,0.0005,adam,cosine,64,relu,mse,True,52,block2_mixed_feature_sets,1776
geo_knn_macro,"(256, 256)",0.3,0.001,0.0005,adam,plateau,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1777
crime_only_subset,"(128, 128)",0.1,0.0005,0.0005,adamw,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1778
geo_knn_density_macro,"(512, 256, 128)",0.3,0.0005,0.001,adam,plateau,64,gelu,mse,False,62,block2_mixed_feature_sets,1779
geo_knn_density_macro,"(512, 256)",0.1,0.0003,0.0001,adamw,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,1780
geo_knn_density_macro,"(256, 128, 64)",0.25,0.0005,0.0005,adam,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,1781
geo_knn_macro,"(128, 128)",0.1,0.0005,0.002,adam,plateau,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1782
all_without_current_crime_only,"(128, 128)",0.2,0.0003,0.0005,adamw,plateau,128,relu,mse,True,42,block2_mixed_feature_sets,1783
geo_knn_macro,"(128, 128)",0.1,0.0007,0.0005,adam,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,1784
crime_only_subset,"(512, 256)",0.25,0.0007,0.001,adam,cosine,256,relu,smooth_l1,False,52,block2_mixed_feature_sets,1785
all_features,"(512, 256)",0.35,0.0005,0.0005,adamw,plateau,64,relu,mse,False,42,block2_mixed_feature_sets,1786
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.0003,0.0005,adam,cosine,256,relu,mse,False,42,block2_mixed_feature_sets,1787
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0003,0.002,adam,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,1788
all_features,"(128, 128, 64)",0.2,0.0003,0.0005,adam,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1789
all_features,"(512, 256)",0.2,0.001,0.0001,adamw,cosine,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1790
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0003,0.001,adamw,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,1791
geo_macro_plus_city_crime_only,"(128, 128)",0.1,0.0005,0.001,adamw,cosine,256,gelu,mse,False,62,block2_mixed_feature_sets,1792
geo_knn_macro,"(128, 128)",0.35,0.0003,0.0005,adamw,plateau,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1793
all_without_current_crime_only,"(256, 256)",0.2,0.0005,0.0001,adamw,plateau,128,relu,mse,False,62,block2_mixed_feature_sets,1794
all_without_current_crime_only,"(256, 256)",0.1,0.0005,0.001,adamw,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1795
geo_knn_density_macro,"(512, 256, 128)",0.2,0.001,0.0001,adam,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1796
geo_knn_density_macro,"(512, 256, 128)",0.25,0.001,0.0001,adamw,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1797
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.001,0.0001,adamw,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1798
geo_knn_macro,"(512, 256)",0.2,0.0005,0.002,adam,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1799
all_features,"(128, 128, 64)",0.25,0.0003,0.002,adam,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,1800
all_features,"(512, 256, 128)",0.2,0.001,0.0005,adam,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1801
geo_knn_macro,"(256, 256)",0.25,0.001,0.0001,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1802
geo_knn_macro,"(256, 256, 128)",0.2,0.001,0.001,adam,cosine,64,gelu,mse,False,52,block2_mixed_feature_sets,1803
