city,lat,lon,country,population,country_norm,city_norm
’Aïn Leuh,33.2833,-5.3833,Morocco,8989.0,morocco,’aïn leuh
Apahida,46.8078,23.74,Romania,8989.0,romania,apahida
Hillcrest,41.1298,-74.035,United States,8989.0,united states,hillcrest
Shelburne,44.0833,-80.2,Canada,8989.0,canada,shelburne
Ardooie,50.9667,3.1833,Belgium,8988.0,belgium,ardooie
Santana do Manhuaçu,-20.1078,-41.925,Brazil,8987.0,brazil,santana do manhuaçu
Liffré,48.2142,-1.5067,France,8987.0,france,liffré
Kanchanpalli,17.7427,79.3128,India,8987.0,india,kanchanpalli
Togou,13.5911,-5.9981,Mali,8987.0,mali,togou
Dulce Nombre de María,14.15,-89.0167,El Salvador,8987.0,el salvador,dulce nombre de maría
Urdinarrain,-32.6856,-58.8867,Argentina,8986.0,argentina,urdinarrain
Bassenge,50.7583,5.6094,Belgium,8986.0,belgium,bassenge
Hirayama,33.6467,130.5,Japan,8986.0,japan,hirayama
Fairless Hills,40.1783,-74.8524,United States,8985.0,united states,fairless hills
Arboledas,7.6667,-72.75,Colombia,8984.0,colombia,arboledas
Veauche,45.5628,4.2786,France,8984.0,france,veauche
Telaprolu,16.586,80.89,India,8984.0,india,telaprolu
Kosum Phisai,16.2486,103.0674,Thailand,8984.0,thailand,kosum phisai
Tiou,11.95,-2.2,Burkina Faso,8983.0,burkina faso,tiou
Seydunganallūr,8.6624,77.8293,India,8983.0,india,seydunganallūr
Almargem,38.8475,-9.2714,Portugal,8983.0,portugal,almargem
Puerto Lleras,3.2694,-73.375,Colombia,8982.0,colombia,puerto lleras
Khiriāwān,25.112,84.4017,India,8982.0,india,khiriāwān
Chilón,17.1167,-92.2833,Mexico,8982.0,mexico,chilón
Pithiviers,48.1725,2.2525,France,8981.0,france,pithiviers
Stanley,49.1331,-98.0656,Canada,8981.0,canada,stanley
Zschopau,50.75,13.0667,Germany,8980.0,germany,zschopau
Dardilly,45.8064,4.7536,France,8980.0,france,dardilly
Kattamūru,17.08,82.13,India,8980.0,india,kattamūru
San Francisco Ixhuatan,16.35,-94.4833,Mexico,8980.0,mexico,san francisco ixhuatan
Acobamba,-12.8431,-74.5694,Peru,8980.0,peru,acobamba
North Kensington,39.0393,-77.0723,United States,8980.0,united states,north kensington
Akpassi,8.45,1.8833,Benin,8979.0,benin,akpassi
Bayabas,8.9678,126.2817,Philippines,8979.0,philippines,bayabas
Zwiesel,49.0167,13.2333,Germany,8978.0,germany,zwiesel
Hosūru,15.3797,77.4598,India,8978.0,india,hosūru
Sanganakallu,15.1847,76.9703,India,8978.0,india,sanganakallu
Pulimākkal,9.65,76.7167,India,8978.0,india,pulimākkal
Taber,49.7847,-112.1508,Canada,8978.0,canada,taber
Huasco,-28.4664,-71.2192,Chile,8977.0,chile,huasco
Pedda Pendyāla,17.923,79.4085,India,8977.0,india,pedda pendyāla
Kalanchak,46.2522,33.2906,Ukraine,8977.0,ukraine,kalanchak
Higuera de Zaragoza,25.95,-109.2833,Mexico,8976.0,mexico,higuera de zaragoza
Saline,42.174,-83.778,United States,8976.0,united states,saline
Lapinlahti,63.3667,27.3833,Finland,8975.0,finland,lapinlahti
Linares,1.35,-77.5333,Colombia,8974.0,colombia,linares
Ponnāda,18.2536,83.9012,India,8974.0,india,ponnāda
Bhirua,25.8509,86.3319,India,8974.0,india,bhirua
Barwān,23.9379,87.935,India,8974.0,india,barwān
Purcellville,39.1378,-77.711,United States,8974.0,united states,purcellville
Iseo,45.6586,10.0536,Italy,8973.0,italy,iseo
Pena Forte,-7.8289,-39.0769,Brazil,8972.0,brazil,pena forte
Yekāmbarakuppam,13.3168,79.5678,India,8972.0,india,yekāmbarakuppam
Sidi Dahbi,33.05,-7.1833,Morocco,8972.0,morocco,sidi dahbi
Tepechitlán,21.6667,-103.3333,Mexico,8972.0,mexico,tepechitlán
Neustadt,50.7333,11.75,Germany,8971.0,germany,neustadt
Talevad,17.17,75.96,India,8971.0,india,talevad
Lerma,19.8,-90.6,Mexico,8971.0,mexico,lerma
Thung Sai,16.3149,99.8327,Thailand,8971.0,thailand,thung sai
Mahamda,25.8108,84.7874,India,8970.0,india,mahamda
Pararia,25.6492,86.7501,India,8970.0,india,pararia
Borgoricco,45.5336,11.9659,Italy,8969.0,italy,borgoricco
Valea lui Mihai,47.52,22.13,Romania,8969.0,romania,valea lui mihai
Ianca,45.135,27.4747,Romania,8969.0,romania,ianca
Vrhnika,45.9624,14.2937,Slovenia,8969.0,slovenia,vrhnika
Tulbagh,-33.285,19.1378,South Africa,8969.0,south africa,tulbagh
Aberdeen,35.135,-79.4326,United States,8969.0,united states,aberdeen
Kelso,-33.4189,149.6058,Australia,8968.0,australia,kelso
Miradouro,-20.8908,-42.3428,Brazil,8968.0,brazil,miradouro
Lolokhur,26.4136,87.4012,India,8968.0,india,lolokhur
Lincoln Village,39.9532,-83.1314,United States,8968.0,united states,lincoln village
Westwood,42.3031,-85.6286,United States,8968.0,united states,westwood
Monforte del Cid,38.3833,-0.7167,Spain,8967.0,spain,monforte del cid
Ashbourne,53.016,-1.731,United Kingdom,8967.0,united kingdom,ashbourne
Beni Oulid,34.5897,-4.4514,Morocco,8967.0,morocco,beni oulid
Al Yādūdah,32.6751,36.0565,Syria,8967.0,syria,al yādūdah
Llanharan,51.53,-3.43,United Kingdom,8966.0,united kingdom,llanharan
Saint Sampson,49.4819,-2.5411,Guernsey,8966.0,guernsey,saint sampson
Tzitzio,19.5856,-100.9231,Mexico,8966.0,mexico,tzitzio
Bösel,53.0058,7.9542,Germany,8965.0,germany,bösel
Kharsāwān,22.7909,85.831,India,8965.0,india,kharsāwān
Siachoque,5.5,-73.2333,Colombia,8964.0,colombia,siachoque
Mudgere,13.137,75.606,India,8962.0,india,mudgere
Fitzgerald,31.7134,-83.2514,United States,8962.0,united states,fitzgerald
Tovāla,8.2312,77.506,India,8961.0,india,tovāla
Aver-o-Mar,41.4039,-8.769,Portugal,8961.0,portugal,aver-o-mar
Fredensborg,55.9735,12.4039,Denmark,8960.0,denmark,fredensborg
Segni,41.6833,13.0167,Italy,8959.0,italy,segni
Nuquí,5.7167,-77.2667,Colombia,8958.0,colombia,nuquí
Ūnagatla,16.9611,81.661,India,8958.0,india,ūnagatla
Slavgorod,52.9833,78.6667,Russia,8958.0,russia,slavgorod
Tysmenytsia,48.9008,24.8492,Ukraine,8958.0,ukraine,tysmenytsia
Perkiomen,40.2316,-75.4644,United States,8958.0,united states,perkiomen
Ibitirama,-20.5408,-41.6669,Brazil,8957.0,brazil,ibitirama
Sarenja,25.4449,83.8942,India,8957.0,india,sarenja
Gāzulapalle,15.4036,78.6176,India,8957.0,india,gāzulapalle
Orting,47.0967,-122.2112,United States,8957.0,united states,orting
Wetter,50.8833,8.7167,Germany,8956.0,germany,wetter
Sileby,52.731,-1.106,United Kingdom,8956.0,united kingdom,sileby
Hlobyne,49.3903,33.2503,Ukraine,8955.0,ukraine,hlobyne
Rio das Flores,-22.1678,-43.5858,Brazil,8954.0,brazil,rio das flores
Wangdue Phodrang,27.4833,89.9,Bhutan,8954.0,bhutan,wangdue phodrang
Sānchi,23.4865,77.7378,India,8954.0,india,sānchi
Bir Tam Tam,33.9833,-4.6333,Morocco,8954.0,morocco,bir tam tam
Khodoriv,49.4044,24.3122,Ukraine,8954.0,ukraine,khodoriv
Kennedale,32.6434,-97.2172,United States,8954.0,united states,kennedale
La Fare-les-Oliviers,43.5525,5.195,France,8953.0,france,la fare-les-oliviers
Bayyavaram,17.6638,82.942,India,8953.0,india,bayyavaram
Kusmaul,26.1911,87.1311,India,8953.0,india,kusmaul
San Francisco Chimalpa,19.4419,-99.3419,Mexico,8953.0,mexico,san francisco chimalpa
Velden am Wörthersee,46.6,14.0333,Austria,8952.0,austria,velden am wörthersee
Yaguará,2.6661,-75.5186,Colombia,8952.0,colombia,yaguará
Al Hammāmīyah,26.9308,31.4877,Egypt,8952.0,egypt,al hammāmīyah
Noventa Vicentina,45.2833,11.5333,Italy,8952.0,italy,noventa vicentina
Bazimini,-12.1833,44.45,Comoros,8952.0,comoros,bazimini
Tvrdošín,49.3369,19.5503,Slovakia,8952.0,slovakia,tvrdošín
Donnacona,46.6747,-71.7294,Canada,8952.0,canada,donnacona
Sucha Beskidzka,49.7403,19.5886,Poland,8951.0,poland,sucha beskidzka
Mnichovo Hradiště,50.5214,14.9736,Czechia,8950.0,czechia,mnichovo hradiště
Cébazat,45.8322,3.1006,France,8949.0,france,cébazat
Karadge,16.42,74.58,India,8949.0,india,karadge
Phulhara,25.8937,86.13,India,8949.0,india,phulhara
Vanavāsi,11.7523,77.8779,India,8949.0,india,vanavāsi
Morropón,-5.1867,-79.9708,Peru,8949.0,peru,morropón
Flanders,40.8412,-74.7102,United States,8949.0,united states,flanders
Edgewater Park,40.054,-74.9117,United States,8949.0,united states,edgewater park
Groß Kreutz,52.4,12.7833,Germany,8948.0,germany,groß kreutz
Ouled Rahou,36.0069,0.5919,Algeria,8948.0,algeria,ouled rahou
Chécy,47.8942,2.0275,France,8948.0,france,chécy
Sambhu Chak,26.4081,84.9227,India,8948.0,india,sambhu chak
Bawāna,28.762,77.063,India,8948.0,india,bawāna
Aviano,46.0667,12.5833,Italy,8948.0,italy,aviano
Kangal,39.2367,37.3886,Turkey,8948.0,turkey,kangal
Ladue,38.6377,-90.3815,United States,8948.0,united states,ladue
Villa Aberastain,-31.65,-68.5833,Argentina,8946.0,argentina,villa aberastain
Angelópolis,6.1333,-75.7,Colombia,8946.0,colombia,angelópolis
Steinheim am Albuch,48.6922,10.0642,Germany,8946.0,germany,steinheim am albuch
Ben Chicao,36.1997,2.8486,Algeria,8946.0,algeria,ben chicao
San Mateo,14.8667,-91.5833,Guatemala,8946.0,guatemala,san mateo
Bāba Bakāla,31.555,75.2656,India,8946.0,india,bāba bakāla
Sheffield Lake,41.4883,-82.0979,United States,8946.0,united states,sheffield lake
Natuba,-7.6408,-35.55,Brazil,8945.0,brazil,natuba
Bhelsi,24.7866,79.1281,India,8945.0,india,bhelsi
Jasauli Patti,26.4912,84.8818,India,8945.0,india,jasauli patti
Dalavāypattanam,10.6747,77.4845,India,8945.0,india,dalavāypattanam
Attnang-Puchheim,48.0167,13.7197,Austria,8944.0,austria,attnang-puchheim
Rāmnagar,32.8073,75.3112,India,8944.0,india,rāmnagar
Açucena,-19.0728,-42.5458,Brazil,8943.0,brazil,açucena
Chitvel,14.1667,79.3333,India,8943.0,india,chitvel
Czarna Białostocka,53.3,23.2833,Poland,8943.0,poland,czarna białostocka
Yasenivskyi,48.1606,39.2175,Ukraine,8943.0,ukraine,yasenivskyi
Nanmucun,25.1647,114.5549,China,8942.0,china,nanmucun
Ferryhill,54.69,-1.55,United Kingdom,8942.0,united kingdom,ferryhill
Munagāla,17.05,79.8333,India,8942.0,india,munagāla
Manteno,41.247,-87.8457,United States,8942.0,united states,manteno
Colméia,-8.7289,-48.765,Brazil,8941.0,brazil,colméia
Tena,4.6547,-74.39,Colombia,8941.0,colombia,tena
Corgao,15.7096,73.7497,India,8941.0,india,corgao
Bikkatti,11.3741,76.7513,India,8941.0,india,bikkatti
Yellanda,17.7929,79.5912,India,8941.0,india,yellanda
Esanai,11.3004,78.8314,India,8941.0,india,esanai
Mālior,25.39,87.8473,India,8941.0,india,mālior
Kotabommāli,18.5333,84.1667,India,8941.0,india,kotabommāli
Colorno,44.93,10.3758,Italy,8941.0,italy,colorno
Peebles,55.6519,-3.1889,United Kingdom,8940.0,united kingdom,peebles
Broughton Astley,52.5278,-1.2275,United Kingdom,8940.0,united kingdom,broughton astley
Büyükorhan,39.75,28.9167,Turkey,8940.0,turkey,büyükorhan
Viale,-31.8667,-60.0167,Argentina,8939.0,argentina,viale
Tshabong,-26.02,22.4056,Botswana,8939.0,botswana,tshabong
Polička,49.715,16.2675,Czechia,8939.0,czechia,polička
Gonfreville-l’Orcher,49.5058,0.2342,France,8939.0,france,gonfreville-l’orcher
Brimington,53.258,-1.3905,United Kingdom,8939.0,united kingdom,brimington
Borio,25.0344,87.5925,India,8939.0,india,borio
Nawāda,25.5037,85.7325,India,8939.0,india,nawāda
Rāmgarha,25.7983,84.9592,India,8939.0,india,rāmgarha
Almoloya del Río,19.1586,-99.4886,Mexico,8939.0,mexico,almoloya del río
Harahan,29.9374,-90.2031,United States,8939.0,united states,harahan
Meadowbrook,33.3935,-86.7041,United States,8939.0,united states,meadowbrook
West Caln,40.0237,-75.8866,United States,8938.0,united states,west caln
Rio del Mar,36.9607,-121.8807,United States,8938.0,united states,rio del mar
Messíni,37.05,22.0,Greece,8937.0,greece,messíni
Montagnana,45.2333,11.4658,Italy,8937.0,italy,montagnana
Valley Center,37.8332,-97.3646,United States,8937.0,united states,valley center
Pulaski,37.0528,-80.7624,United States,8937.0,united states,pulaski
Caputira,-20.1719,-42.2708,Brazil,8936.0,brazil,caputira
Ban Nikhom Phatthana,16.7242,99.9697,Thailand,8936.0,thailand,ban nikhom phatthana
Haledon,40.9363,-74.1887,United States,8936.0,united states,haledon
Khagaur,25.1744,86.1021,India,8935.0,india,khagaur
Kafr Sajnah,35.5279,36.5896,Syria,8935.0,syria,kafr sajnah
Boucau,43.5244,-1.4853,France,8934.0,france,boucau
Gouvieux,49.1883,2.4169,France,8934.0,france,gouvieux
Chinna Kalaiyamputtūr,10.4714,77.4657,India,8933.0,india,chinna kalaiyamputtūr
Hurzuf,44.5528,34.2875,Ukraine,8933.0,ukraine,hurzuf
Cloverdale,38.7962,-123.0152,United States,8933.0,united states,cloverdale
Glastonbury,51.1475,-2.7175,United Kingdom,8932.0,united kingdom,glastonbury
Monteforte d’Alpone,45.4167,11.2833,Italy,8932.0,italy,monteforte d’alpone
Bounaamane,29.5283,-9.8044,Morocco,8932.0,morocco,bounaamane
Seddouk Oufella,36.6061,4.6389,Algeria,8931.0,algeria,seddouk oufella
Guttikonda,16.43,79.834,India,8931.0,india,guttikonda
Qashyr,53.0804,76.09,Kazakhstan,8931.0,kazakhstan,qashyr
Thap Than,15.4606,99.8917,Thailand,8931.0,thailand,thap than
Bni Sidel,35.1392,-3.1281,Morocco,8930.0,morocco,bni sidel
La Junta,28.4778,-107.3317,Mexico,8930.0,mexico,la junta
Plainedge,40.7241,-73.477,United States,8930.0,united states,plainedge
Nunchía,5.6333,-72.2,Colombia,8928.0,colombia,nunchía
Zalishchyky,48.65,25.7333,Ukraine,8928.0,ukraine,zalishchyky
Chachersk,52.9161,30.9161,Belarus,8927.0,belarus,chachersk
Shahr-e Pīr,28.3122,54.3328,Iran,8927.0,iran,shahr-e pīr
Zhur,42.1639,20.6211,Kosovo,8927.0,kosovo,zhur
Juncos,18.2256,-65.9161,Puerto Rico,8927.0,puerto rico,juncos
Kovvali,16.7333,81.1667,India,8925.0,india,kovvali
Florø,61.5986,5.0172,Norway,8925.0,norway,florø
Horokhiv,50.4994,24.765,Ukraine,8925.0,ukraine,horokhiv
Balvādi,21.4412,75.223,India,8924.0,india,balvādi
Castelnuovo Berardenga,43.3472,11.5042,Italy,8924.0,italy,castelnuovo berardenga
Cholavaram,13.2389,80.1627,India,8923.0,india,cholavaram
Kara-Bak,40.1583,70.8167,Kyrgyzstan,8923.0,kyrgyzstan,kara-bak
Vila Nova de Cerveira,41.94,-8.7444,Portugal,8923.0,portugal,vila nova de cerveira
Wesley Chapel,34.9985,-80.6903,United States,8923.0,united states,wesley chapel
Libonik,40.75,20.7167,Albania,8922.0,albania,libonik
Tlahuitoltepec,17.1,-96.0667,Mexico,8922.0,mexico,tlahuitoltepec
Thị Trấn Đồng Đăng,21.9458,106.6967,Vietnam,8922.0,vietnam,thị trấn đồng đăng
Rāmapattanam,10.7106,76.9183,India,8921.0,india,rāmapattanam
Bodaybo,57.8667,114.2,Russia,8921.0,russia,bodaybo
Terra Nova,-8.23,-39.3758,Brazil,8920.0,brazil,terra nova
Eslohe,51.25,8.1667,Germany,8920.0,germany,eslohe
Mangalpur Gudaria,26.6513,84.4832,India,8920.0,india,mangalpur gudaria
Nānguneri,8.4906,77.6588,India,8920.0,india,nānguneri
Māldah,25.174,85.7599,India,8920.0,india,māldah
Chirongui,-12.9344,45.1511,Mayotte,8920.0,mayotte,chirongui
Upper Leacock,40.0801,-76.1854,United States,8920.0,united states,upper leacock
Plön,54.1622,10.4214,Germany,8919.0,germany,plön
Khorāgāchhi,26.3344,87.5411,India,8919.0,india,khorāgāchhi
Guarani,-21.3519,-43.0469,Brazil,8918.0,brazil,guarani
Vohburg an der Donau,48.7667,11.6167,Germany,8918.0,germany,vohburg an der donau
Santa María del Tule,17.0465,-96.6363,Mexico,8918.0,mexico,santa maría del tule
Sai Ngam,16.4669,99.8902,Thailand,8918.0,thailand,sai ngam
Filottrano,43.4344,13.3503,Italy,8917.0,italy,filottrano
Florida,-36.8167,-72.6667,Chile,8916.0,chile,florida
Barhagarh,19.645,84.4079,India,8916.0,india,barhagarh
Asolo,45.8,11.9167,Italy,8916.0,italy,asolo
Borskoye,53.0261,51.6983,Russia,8916.0,russia,borskoye
Kui Buri,12.0828,99.8543,Thailand,8916.0,thailand,kui buri
Gerstungen,50.9625,10.0597,Germany,8915.0,germany,gerstungen
Penaballi,17.2103,80.6978,India,8915.0,india,penaballi
Kilānkundal,10.7543,77.7269,India,8915.0,india,kilānkundal
Sępólno Krajeńskie,53.45,17.53,Poland,8914.0,poland,sępólno krajeńskie
Dashouping,23.6425,111.6978,China,8913.0,china,dashouping
Mansfield,40.0853,-74.7149,United States,8913.0,united states,mansfield
Plymouth,43.7447,-87.966,United States,8913.0,united states,plymouth
Santa Isabel do Ivaí,-23.0053,-53.1878,Brazil,8912.0,brazil,santa isabel do ivaí
Ingenbohl,47.0028,8.6117,Switzerland,8912.0,switzerland,ingenbohl
Argelia,5.7425,-75.1464,Colombia,8911.0,colombia,argelia
Bellheim,49.1981,8.2792,Germany,8911.0,germany,bellheim
Dayr as Sanqūrīyah,28.4868,30.6648,Egypt,8911.0,egypt,dayr as sanqūrīyah
Ampthill,52.0263,-0.4906,United Kingdom,8911.0,united kingdom,ampthill
North Londonderry,40.3227,-76.5867,United States,8911.0,united states,north londonderry
Dumri,25.8605,84.5512,India,8910.0,india,dumri
Periyapōdu,10.6099,76.8786,India,8910.0,india,periyapōdu
Kodikkulam,9.9811,78.2121,India,8910.0,india,kodikkulam
Krasnoslobodsk,54.4333,43.8,Russia,8910.0,russia,krasnoslobodsk
Seneca,34.6818,-82.96,United States,8910.0,united states,seneca
Irigny,45.674,4.823,France,8909.0,france,irigny
Dunavarsány,47.2828,19.0661,Hungary,8909.0,hungary,dunavarsány
Collier,40.3991,-80.1322,United States,8909.0,united states,collier
Corman Park No. 344,52.2291,-106.8002,Canada,8909.0,canada,corman park no. 344
Virgínia,-22.3328,-45.0919,Brazil,8908.0,brazil,virgínia
Brand-Erbisdorf,50.8689,13.3219,Germany,8908.0,germany,brand-erbisdorf
Felling,54.95,-1.564,United Kingdom,8908.0,united kingdom,felling
Segarai,10.73,79.5111,India,8908.0,india,segarai
Northwest Harborcreek,42.1494,-79.9945,United States,8908.0,united states,northwest harborcreek
Evergreen,48.2308,-114.27,United States,8908.0,united states,evergreen
Almagro,38.8878,-3.7122,Spain,8907.0,spain,almagro
Basāha,26.1329,86.748,India,8907.0,india,basāha
Channubanda,17.0331,80.8056,India,8907.0,india,channubanda
Skidaway Island,31.9372,-81.0449,United States,8907.0,united states,skidaway island
Helsinge,56.0197,12.199,Denmark,8906.0,denmark,helsinge
Montmeló,41.5547,2.25,Spain,8906.0,spain,montmeló
Quéven,47.7894,-3.4139,France,8906.0,france,quéven
Ayas,24.2508,87.7784,India,8906.0,india,ayas
Bhadwār,25.5576,84.7559,India,8906.0,india,bhadwār
Perl,49.4667,6.3667,Germany,8905.0,germany,perl
Belvedere Marittimo,39.6167,15.8667,Italy,8905.0,italy,belvedere marittimo
Makhambet,47.6667,51.5833,Kazakhstan,8905.0,kazakhstan,makhambet
Chartiers,40.2505,-80.2495,United States,8905.0,united states,chartiers
Lakhanāpuram,18.7504,83.5534,India,8904.0,india,lakhanāpuram
Palmeira d’Oeste,-20.4158,-50.7619,Brazil,8903.0,brazil,palmeira d’oeste
Potangal,18.5661,77.7742,India,8903.0,india,potangal
North Merritt Island,28.4585,-80.7162,United States,8903.0,united states,north merritt island
Poteau,35.0282,-94.6346,United States,8903.0,united states,poteau
Florstadt,50.3158,8.8631,Germany,8902.0,germany,florstadt
Tullukuttināyakkanūr,9.8149,77.6808,India,8902.0,india,tullukuttināyakkanūr
Ramón Santana,18.55,-69.1833,Dominican Republic,8901.0,dominican republic,ramón santana
Vadasīkarambattu,11.6446,79.6882,India,8900.0,india,vadasīkarambattu
Wanaka,-44.7081,169.1239,New Zealand,8900.0,new zealand,wanaka
Amuria,2.03,33.6431,Uganda,8900.0,uganda,amuria
Yangiobod,41.1192,70.0942,Uzbekistan,8900.0,uzbekistan,yangiobod
Karor,25.6018,86.093,India,8899.0,india,karor
Bellerive-sur-Allier,46.1175,3.4044,France,8898.0,france,bellerive-sur-allier
Cortez,37.3503,-108.5768,United States,8898.0,united states,cortez
Caldwell,40.8389,-74.2776,United States,8898.0,united states,caldwell
Quétigny,47.3153,5.1069,France,8897.0,france,quétigny
Greenville,43.1797,-85.2534,United States,8897.0,united states,greenville
Oxford,36.3155,-78.5848,United States,8897.0,united states,oxford
Ibirapuã,-17.6878,-40.1089,Brazil,8896.0,brazil,ibirapuã
Punjai Lakkāpuram,11.305,77.7554,India,8896.0,india,punjai lakkāpuram
Kishtwār,33.3135,75.7673,India,8896.0,india,kishtwār
Maddūr,16.8602,77.6121,India,8896.0,india,maddūr
San José de Gracia,22.15,-102.4167,Mexico,8896.0,mexico,san josé de gracia
Zavolzhsk,57.4667,42.15,Russia,8896.0,russia,zavolzhsk
Matias Cardoso,-14.855,-43.9219,Brazil,8895.0,brazil,matias cardoso
Wābāgai,24.5309,93.9376,India,8895.0,india,wābāgai
Eruh,37.7497,42.1797,Turkey,8895.0,turkey,eruh
Prienai,54.6333,23.95,Lithuania,8894.0,lithuania,prienai
Tepetitlan,20.1842,-99.3808,Mexico,8893.0,mexico,tepetitlan
San Marzano di San Giuseppe,40.45,17.5,Italy,8892.0,italy,san marzano di san giuseppe
Kanhauli,26.4815,86.1876,India,8890.0,india,kanhauli
Tummalacheruvu,16.5249,79.7989,India,8889.0,india,tummalacheruvu
Tummalacheruvu,17.7706,80.7933,India,8889.0,india,tummalacheruvu
Hallstadt,49.9333,10.8833,Germany,8888.0,germany,hallstadt
Entraigues-sur-la-Sorgue,44.0036,4.9272,France,8888.0,france,entraigues-sur-la-sorgue
Zunilito,14.6167,-91.5167,Guatemala,8888.0,guatemala,zunilito
Douar Ait Taleb,32.3839,-8.1856,Morocco,8888.0,morocco,douar ait taleb
Awfouss,31.6833,-4.1667,Morocco,8888.0,morocco,awfouss
Oak Island,33.9434,-78.1366,United States,8888.0,united states,oak island
Shoshong,-23.0333,26.5167,Botswana,8887.0,botswana,shoshong
Rimbach,49.624,8.7603,Germany,8887.0,germany,rimbach
Le Thor,43.93,4.995,France,8887.0,france,le thor
Allāhpur,26.3434,77.8195,India,8887.0,india,allāhpur
Barhauna,25.304,85.4216,India,8887.0,india,barhauna
Tarcento,46.2167,13.2167,Italy,8887.0,italy,tarcento
Tiachiv,48.0114,23.5722,Ukraine,8887.0,ukraine,tiachiv
Ấp Tân Ngãi,10.2369,106.2878,Vietnam,8887.0,vietnam,ấp tân ngãi
Titz,51.0061,6.4242,Germany,8886.0,germany,titz
Holywell,53.274,-3.223,United Kingdom,8886.0,united kingdom,holywell
Melpanaikkādu,10.2599,79.1169,India,8886.0,india,melpanaikkādu
Bīdkhūn,27.4803,52.6681,Iran,8886.0,iran,bīdkhūn
Ladan Kara,40.9185,72.9486,Kyrgyzstan,8886.0,kyrgyzstan,ladan kara
Summit,47.1694,-122.3628,United States,8885.0,united states,summit
Beaver Falls,40.7619,-80.3226,United States,8885.0,united states,beaver falls
Metsemotlhaba,-24.5531,25.8039,Botswana,8884.0,botswana,metsemotlhaba
Obernburg am Main,49.84,9.1414,Germany,8884.0,germany,obernburg am main
Partick,55.8714,-4.3086,United Kingdom,8884.0,united kingdom,partick
Belišće,45.6825,18.4069,Croatia,8884.0,croatia,belišće
Tharīke,30.8758,75.7756,India,8884.0,india,tharīke
Francisco Caballero Álvarez,-24.1533,-54.6672,Paraguay,8884.0,paraguay,francisco caballero álvarez
London Grove,39.8327,-75.8155,United States,8884.0,united states,london grove
Nangis,48.5556,3.0153,France,8883.0,france,nangis
Smimou,31.2167,-9.7,Morocco,8883.0,morocco,smimou
L’Epiphanie,45.8483,-73.5061,Canada,8883.0,canada,l’epiphanie
Ifield,51.1234,-0.2073,United Kingdom,8882.0,united kingdom,ifield
Rewāhi,26.2698,87.2124,India,8882.0,india,rewāhi
San Antonio,12.414,124.279,Philippines,8882.0,philippines,san antonio
Bainbridge,41.3855,-81.3478,United States,8882.0,united states,bainbridge
Rio Claro,10.3042,-61.1708,Trinidad and Tobago,8881.0,trinidad and tobago,rio claro
Carmen de Apicalá,4.15,-74.7333,Colombia,8880.0,colombia,carmen de apicalá
Sucre,2.0383,-76.9253,Colombia,8880.0,colombia,sucre
Palangavāngudi,10.7244,78.8108,India,8880.0,india,palangavāngudi
Village St. George,30.3598,-91.0672,United States,8880.0,united states,village st. george
Halikko,60.3972,23.0778,Finland,8879.0,finland,halikko
Majhariyā Sheikh,26.7356,84.642,India,8879.0,india,majhariyā sheikh
Lansdowne,39.2365,-76.6659,United States,8879.0,united states,lansdowne
Oberriet,47.3164,9.5664,Switzerland,8878.0,switzerland,oberriet
Kurichchi,11.7276,78.4102,India,8878.0,india,kurichchi
Polakala,13.3206,78.799,India,8878.0,india,polakala
Liteni,47.52,26.5319,Romania,8878.0,romania,liteni
Tutrakan,44.039,26.6194,Bulgaria,8877.0,bulgaria,tutrakan
Makaya,25.271,87.8897,India,8877.0,india,makaya
Gurmaila,25.4829,87.349,India,8877.0,india,gurmaila
Teruel,2.75,-75.5667,Colombia,8876.0,colombia,teruel
Alwa Tirunagari,8.61,77.94,India,8876.0,india,alwa tirunagari
Zuchwil,47.2056,7.5597,Switzerland,8875.0,switzerland,zuchwil
Khem Karan Saray,25.1233,84.8117,India,8875.0,india,khem karan saray
Bālumāth,23.8298,84.7888,India,8875.0,india,bālumāth
Nānan,25.0905,85.5031,India,8875.0,india,nānan
Bhagatpur,25.4098,86.3076,India,8875.0,india,bhagatpur
Monistrol-sur-Loire,45.2933,4.1728,France,8874.0,france,monistrol-sur-loire
Padakanti,18.6942,78.2842,India,8874.0,india,padakanti
Alvarado,4.5667,-74.95,Colombia,8873.0,colombia,alvarado
Kharsod B,23.2225,75.386,India,8873.0,india,kharsod b
Mosrāh,18.6155,77.9718,India,8873.0,india,mosrāh
Ortenberg,50.3558,9.0553,Germany,8872.0,germany,ortenberg
Pedras de Maria da Cruz,-15.6069,-44.3908,Brazil,8871.0,brazil,pedras de maria da cruz
Khandrauli,29.3888,77.2793,India,8871.0,india,khandrauli
Camenca,48.0333,28.7,Moldova,8871.0,moldova,camenca
Silleda,42.7,-8.2333,Spain,8870.0,spain,silleda
Bhatauliā,26.4771,84.7789,India,8870.0,india,bhatauliā
Āgadāllanka,16.7123,81.2732,India,8870.0,india,āgadāllanka
Minerbio,44.6175,11.4717,Italy,8870.0,italy,minerbio
Warrenton,38.8187,-91.1385,United States,8870.0,united states,warrenton
Ghorbanki,26.5697,86.0484,India,8869.0,india,ghorbanki
Diamou,12.1469,-7.2544,Mali,8869.0,mali,diamou
Tataltepec de Valdés,16.3064,-97.5461,Mexico,8869.0,mexico,tataltepec de valdés
East York,39.9687,-76.6755,United States,8868.0,united states,east york
